Compound	Class	nring	nrot	ndonr	naccr	dis1	dis2	dis3	0c	1c	2c	3cP	3cC	4cPC	3cCH	4cCH	5cCH	6cCH	0cv	1cv	2cv	3cvP	3cvC	4cvPC	3cvCH	4cvCH	5cvCH	6cvCH	nhyd	nhal	nhet	nhev	ncof	ncocl	ncoi	ncarb	nphos	nsulph	noxy	nnitro	1k	2k	3k	1ka	2ka	3ka	phi	Shev	Scar	Shet	Shal	S(1)	S(2)	S(3)	S(4)	S(5)	S(6)	S(7)	S(8)	S(9)	S(10)	S(11)	S(12)	S(13)	S(14)	S(15)	S(16)	S(17)	S(18)	S(19)	S(20)	S(21)	S(22)	S(24)	S(25)	S(26)	S(27)	S(28)	S(29)	S(30)	S(31)	S(32)	S(33)	S(34)	S(35)	S(36)	S(37)	S(38)	S(39)	S(40)	S(41)	S(42)	S(43)	S(51)	S(54)	S(55)	S(56)	S(57)	S(60)	S(80)	Wmol	Vmc	pi	ea	eb	q+	q-	m	h	SN	IP	A	mcp	cen	w	AS	VS	MS	PSA	Sapc	Sanc	Sapcw	Sancw	Svpc	Svnc	Svpcw	Svncw
Methylthioninium_chloride	-1	3	2	0	1	14.4083	15.9474	28.834	14.2757	9.5417	9.146	7.4574	1.6667	3.7935	0	0	0	0.1916	13.0305	7.3841	6.3906	4.4742	1.0789	2.0627	0	0	0	0.0823	18	0	4	20	0	0	0	16	0	1	0	3	14.9174	6.0117	3.1224	13.186	4.9436	2.465	3.2593	38.8333	28.0475	10.7858	0	0	0	0	0	0	0	0	0	0	6.0323	0	0	0	0	0	8.2399	0	0	0	0	12.828	0	0	0	2.4142	4.5654	0	0	0	0	0	0	0	4.752	0	4.2353	0	0	0	0	0	0	0	0	0	0	1.7986	0	0	284.3983	1.5591	0.2389	0.1256	0.0844	0.1518	0.3357	2.1052	2.0586	0.4858	4.0194	-0.0978	-1.9608	1.9608	3.9574	508.3457	301.3509	272.3065	41.3476	407.895	100.4507	50.7819	13.4473	185.2086	116.1423	24.4585	16.1877
Metirosine	-1	1	3	3	3	10.0026	11.9317	18.0386	10.7676	6.4155	6.4733	4.5132	0.7815	1.5805	0	0	0	0.0833	7.8965	4.2185	3.5658	1.9963	0.238	0.3853	0	0	0	0.0278	13	0	4	14	0	0	0	10	0	0	3	1	12.0714	4.68	3.5918	10.8483	3.8751	2.8994	3.0027	40.75	6.6651	34.0849	0	56.3673	0	0	6.4519	0	0	0	0	0	-4.1681	0	-3.8247	0	0	0	1.4605	0	0.2387	0	0	6.3267	0	0	-1.0365	0.9426	0	-1.2669	5.5676	0	0	0	0	0	0	0	0	0	17.7994	10.718	0	0	0	0	0	0	0	0	0	0	195.2176	1.0715	0.1278	0.1269	0.1353	0.2509	0.3661	3.2605	4.6705	0.2141	9.1161	-0.2248	-4.4456	4.4456	46.1529	368.6701	214.908	185.9015	76.5571	242.4331	126.237	36.8084	33.3488	116.9483	97.9597	17.6075	22.0469
Metronidazole	-1	1	3	1	4	7.3356	11.1642	16.1362	9.1378	5.6639	4.915	3.7145	0.8412	1.9441	0	0	0.0962	0	6.5969	3.4389	2.296	1.5447	0.2741	0.6106	0	0	0.0289	0	9	0	6	12	0	0	0	6	0	0	3	3	10.0833	4.2969	2.25	8.6646	3.311	1.6123	2.3907	37.3333	3.3803	33.9531	0	26.4747	0	0	0	0	0	0	0	0.6311	0	0	-5.829	-0.4757	0	0	1.6554	0	0.0835	0	1.1855	0	0	0	0.4558	0	0	0	0	0	0	0	0	3.7666	0	0	0.8429	0	8.5975	20.746	0	0	0	0	0	0	0	0	0	0	171.1554	0.9749	0.1221	0.1149	0.1449	0.2203	0.3671	5.1287	4.5462	0.22	10.0706	0.9782	-5.5244	5.5244	69.3723	329.7924	180.5999	160.2661	69.5775	182.2368	147.5556	26.2691	39.2651	82.0678	98.5322	11.8041	20.546
Metyrapone	-1	2	3	0	3	11.3288	12.9237	18.9365	12.3031	8.121	7.3431	6.1879	0.4777	1.7271	0	0	0	0.2041	9.9215	5.475	4.4375	2.8746	0.2177	0.6413	0	0	0	0.0497	14	0	3	17	0	0	0	14	0	0	1	2	13.4321	5.76	3.0625	11.4553	4.454	2.2285	3.0013	39.25	18.8153	20.4347	0	0	0	0	0	0	0	0	0	0	6.5431	0	-0.321	0	0	0	3.8043	0	0	0	0	14.0055	0	0	0.0543	1.5372	0	-0.586	0	0	0	0	0	0	8.0357	0	0	0	0	12.3991	0	0	0	0	0	0	0	0	0	0	226.2774	1.2524	0.1511	0.1215	0.1424	0.1674	0.2553	3.2446	4.7545	0.2103	9.8223	0.3132	-5.0678	5.0678	61.0534	414.5851	248.4932	216.0762	33.1173	252.1538	162.4313	33.2052	23.534	110.7911	137.7021	14.6711	17.649
Miconazole	-1	3	6	0	2	11.5687	19.5074	22.8191	17.8112	12.0249	10.9386	8.7316	1.7223	3.5257	0	0	0.1443	0.1361	16.026	9.0011	7.148	4.8497	1.0794	1.8838	0	0	0.0385	0.0481	14	4	7	25	0	4	0	18	0	0	1	2	19.7531	9.2739	5.4896	18.5578	8.4342	4.9007	6.2608	57.2778	20.6188	36.659	24.539	0	0	0	0	0	0	0	0	2.6803	5.92	0	-0.2479	-0.4521	0	0	0	0	0.8898	0	5.3209	10.701	-0.2864	0	0	3.9934	0	0	0	0	0	0	0	4.0651	0	0	1.9296	0	0	0	6.1253	0	0	0	0	0	0	0	24.539	0	416.1334	2.0917	0.1391	0.118	0.1341	0.2004	0.2602	3.212	4.1651	0.2401	8.9905	0.6603	-4.8254	4.8254	48.4909	598.0121	383.28	338.6429	22.7093	226.7477	371.2644	34.4359	19.5751	119.1375	264.1425	15.2206	19.3433
Mifepristone	-1	5	3	1	2	13.7461	20.1946	26.9371	22.673	15.2708	14.8209	13.2048	1.7592	4.4932	0	0	0.0722	0.2462	19.8712	12.175	10.7555	9.0301	1.0892	2.771	0	0	0.0722	0.134	35	0	3	32	0	0	0	29	0	0	2	1	23.7284	8.8967	3.8816	21.5313	7.6311	3.2225	5.1346	65	38.9657	26.0343	0	37.1599	0	0	0	0	0	0	0	1.0349	3.1357	0	-7.3334	-2.5573	0	0	8.2865	0	6.3071	0	1.9262	8.9731	1.1947	6.282	4.5989	2.5317	0	-1.1345	0	0	0	0	0	0	0	0	2.1324	0	11.7323	12.1696	0	0	0	0	0	0	0	0	0	0	429.601	2.0277	0.1899	0.1218	0.1247	0.2167	0.3515	5.9601	3.8883	0.2572	8.0565	0.2799	-4.1682	4.1682	33.7774	687.5096	461.1316	399.0875	37.6018	559.6313	127.8783	56.6748	27.5393	272.2613	188.8703	28.3483	31.0167
Miglitol	-1	1	3	5	5	8.8916	12.3219	19.3698	10.7152	6.6126	5.5521	4.8132	0.9234	2.6621	0	0	0	0.0454	7.8211	4.6142	3.517	2.6032	0.5121	1.1661	0	0	0	0.0351	17	0	6	14	0	0	0	8	0	0	5	1	12.0714	5.1856	2.5344	11.8327	5.0142	2.4273	4.2379	43.3333	-4.1205	47.4538	0	135.9153	0	0	0	0	0	0	0	0	0	0	-51.2753	0	0	0	0	0	-0.0347	0	0	0	-4.0858	0	0	0	0	0	0	0	0	0	0	0	0	1.5576	0	0	45.8962	0	0	0	0	0	0	0	0	0	0	0	207.226	1.1192	0.1166	0.1492	0.1357	0.2083	0.3553	2.9168	5.8029	0.1723	9.1541	-2.4516	-3.3513	3.3513	32.5861	386.7503	231.159	195.9082	103.5291	303.5851	83.1652	41.1376	27.3072	143.5939	87.565	16.2069	20.6099
Minocycline	-1	4	3	5	7	14.3588	19.1502	29.8105	24.566	15.333	15.4234	13.5376	2.9551	7.5279	0	0	0	0.1723	18.7863	10.5045	9.3149	7.063	1.5146	3.2394	0	0	0	0.0966	27	0	10	33	0	0	0	23	0	0	7	3	26.0741	9.1415	3.805	23.2743	7.5736	3.0242	5.3415	91.5833	0.3503	91.233	0	144.5142	0	0	0	0	0	0	0	0	-1.8993	0	-15.4353	0	0	0	6.788	0	0.3241	0	0	3.0692	-2.6452	0	-4.3592	1.0447	0	-2.6257	0	0	0	0	0	0	0	1.5221	1.8053	0	43.9229	38.6686	0	0	0	0	0	0	0	0	0	0	457.4822	1.9835	0.1757	0.1191	0.1354	0.3004	0.4372	5.1808	4.2832	0.2335	9.1222	0.5558	-4.839	4.839	50.1473	639.4597	432.993	369.1367	135.5252	470.203	169.2568	64.492	47.1054	247.5254	185.4676	35.4783	41.125
Misoprostol	-1	1	14	2	5	16.5916	28.6099	32.4142	20.2862	12.8029	11.183	8.0347	1.0322	2.3771	0	0	0.0786	0	17.2841	10.4705	8.1834	5.5913	0.4766	1.1076	0	0	0.068	0	38	0	5	27	0	0	0	22	0	0	5	0	25.037	13.2653	9.8462	23.9985	12.4246	9.1314	11.0434	64.5833	16.0203	48.563	0	64.0461	0	0	0	0	0	0	0	-1.0579	0	0	-20.2332	-2.4028	0	0	5.3449	0	8.4413	0	3.8784	0	-0.8837	0	-0.0337	0	0	-0.727	0	0	0	0	0	0	0	0	0	0	20.6141	23.3248	4.6241	0	0	0	0	0	0	0	0	0	382.5392	2.2763	0.122	0.1343	0.1415	0.2096	0.3619	4.6497	5.3468	0.187	9.7269	-0.9668	-4.38	4.38	51.2891	743.4353	479.3685	413.1846	74.8456	612.4793	130.9561	63.0692	36.9279	309.0621	170.3063	33.4037	36.5655
Mitotane	-1	2	3	0	0	9.3485	14.9049	18.3757	13.121	8.5922	7.7669	6.0469	1.2716	2.6985	0	0	0	0.1667	12.3091	7.0026	5.8926	3.8215	1.0441	1.8005	0	0	0	0.0556	10	4	4	18	0	4	0	14	0	0	0	0	14.41	6.4379	3.5262	14.0185	6.1642	3.3432	4.8007	41.7778	17.4989	24.2789	24.2789	0	0	0	0	0	0	0	0	0	6.6802	0	-0.4993	0	0	0	0	0	0	0	0	15.0077	-0.745	0	0	3.2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2789	0	320.045	1.5038	0.1416	0.1218	0.1401	0.1588	0.1283	2.4404	4.6551	0.2148	9.5913	0.2811	-4.9362	4.9362	56.7124	462.6311	270.3964	246.308	0	167.6889	294.9422	23.9145	20.731	67.7388	202.6577	9.6671	15.5543
Mometasone	-1	4	2	2	4	13.2547	17.0077	25.38	20.6983	12.9632	13.3183	13.1273	1.2811	3.5117	0	0	0.0589	0.1346	18.0557	11.0059	10.6173	9.9365	0.7734	2.2177	0	0	0.0589	0.0942	28	2	6	28	0	2	0	22	0	0	4	0	21.2404	6.4977	2.3951	20.587	6.1642	2.2459	4.5322	69.0556	8.2841	60.7715	13.1883	73.9995	0	0	0	0	0	0	0	1.2392	0	0	-20.7106	-1.3427	0	0	5.8114	0	2.0962	0	5.0525	0	-1.2707	0	0.5525	0	0	-3.9577	0	0	0	0	0	0	0	0	0	0	22.9334	24.6497	0	0	0	0	0	0	0	0	13.1883	0	427.3668	1.8259	0.1603	0.1225	0.1441	0.2168	0.325	7.3664	4.8887	0.2046	9.9933	0.2159	-5.1046	5.1046	63.6929	565.881	406.0608	322.9952	63.1241	355.7076	210.1735	42.5258	35.8347	215.0926	190.9682	25.278	32.0722
Monoethanolamine_oleate	-1	0	15	1	2	23.871	24.84	46.5643	14.8911	9.7701	7.1323	4.385	0.4082	0.2887	0	0	0	0	13.4097	8.6382	5.728	3.6524	0.0645	0.0456	0	0	0	0	34	0	2	20	0	0	0	18	0	0	2	0	20	17.0526	19.0588	19.21	16.2649	18.2717	15.6225	41.6667	22.8344	18.8323	0	27.2673	0	0	0	0	0	0	0	1.5656	0	0	-5.7431	-0.2917	0	0	2.2588	0	16.5795	0	4.6603	0	0	0	-0.6642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8323	0	0	0	0	0	0	0	0	0	0	282.4654	1.9211	0.1164	0.1367	0.1402	0.248	0.3766	1.5919	5.4018	0.1851	9.5981	-1.2054	-4.1964	4.1964	47.5611	666.3403	397.8265	354.4032	33.411	585.614	80.7262	56.543	23.6947	267.4308	130.3957	26.3231	25.6974
Montelukast	-1	5	12	2	4	19.8197	25.8323	35.9843	29.037	19.5999	18.9787	14.4591	2.0564	4.2491	0.25	0	0	0.3027	25.0888	15.515	13.3291	9.984	1.0926	2.3229	0.25	0	0	0.0982	36	1	6	41	0	1	0	35	0	1	3	1	32.3951	14.4	8.8035	29.5296	12.4996	7.4673	9.0026	89.7778	45.3405	44.4373	6.1675	64.3879	0	0	0	0	0	0	0	0	6.6251	0	-10.6523	-0.9339	1.3868	0	3.658	0	4.7468	0	4.1047	26.4691	0.1995	0	-0.7125	5.9485	1.919	-0.9925	0	0	0	0	0	0	4.7429	0	0	0	20.175	11.4821	0	0	0	0	0	0	1.8698	0	6.1675	0	586.1873	3.0042	0.179	0.114	0.1304	0.2479	0.3778	2.629	3.782	0.2644	8.6242	1.0602	-4.8422	4.8422	44.3379	896.1214	609.2585	526.4343	83.34	571.4824	324.6389	74.4556	46.4785	305.8838	303.3747	36.7933	43.19
Mupirocin	-1	2	17	4	9	26.7146	31.8798	47.2271	25.9575	16.5951	14.942	11.2258	2.5324	4.7594	0.2357	0	0	0.0556	21.3044	12.9672	10.215	7.1674	1.2681	2.2614	0.1361	0	0	0.0321	44	0	9	35	0	0	0	26	0	0	9	0	31.2191	16.0703	10.7159	29.8676	15.0212	9.8981	12.8185	88.6667	9.9669	78.6998	0	123.5959	0	0	0	0	0	0	0	0.2941	0	0	-45.3279	-0.9923	0	0	5.4368	0	6.9743	0	1.4033	0	-3.3638	0	-0.4837	0	0	0	0	0	0	0	0	0	0	0	0	0	30.8691	31.1117	16.719	0	0	0	0	0	0	0	0	0	500.6282	2.7752	0.1285	0.1286	0.1442	0.2482	0.3764	2.4545	5.2014	0.1923	10.0027	-0.4	-4.8014	4.8014	59.9538	877.7863	581.237	492.3924	132.5951	694.487	183.2993	81.8446	52.8264	362.6837	218.5533	41.3969	47.088
Nafcillin	-1	4	5	2	5	13.7108	19.973	27.9226	20.9219	13.7581	13.3515	10.9992	1.8215	4.9198	0	0.1111	0.068	0.1389	17.1554	10.3214	9.413	6.9508	0.8384	2.2896	0	0.0745	0.0913	0.0486	22	0	8	29	0	0	0	21	0	1	5	2	22.2031	8.5015	3.8629	19.7242	7.0349	3.0674	4.7847	73.25	14.9478	58.3022	0	32.0363	0	0	0	0	0	0	0	0	4.3244	0	-5.7164	0	0	0	5.4496	0	0.4045	0	0	11.1279	-2.0627	0	-1.0317	0.8365	1.6318	-0.6373	0	0	0	0	0	0	0	0	0	0	0	47.0636	5.6554	0	0	0	0	0	1.3994	0	0	0	414.4752	2.0285	0.1713	0.1172	0.13	0.2565	0.3702	3.8921	3.9159	0.2554	8.5797	0.7479	-4.6638	4.6638	42.588	636.6231	409.1702	361.0338	113.211	434.1909	202.4322	53.0909	48.1238	229.5916	179.5786	31.3439	36.5553
Naftifine	-1	3	5	0	0	15.8947	18.1046	32.6059	15.2005	10.8265	9.1752	7.4624	0.9622	2.1629	0	0	0	0.2534	12.9443	7.6955	5.6481	3.8472	0.5774	1.0258	0	0	0	0.0839	21	0	1	22	0	0	0	21	0	0	0	1	16.8438	8.7409	4.9967	14.5528	7.0575	3.8477	4.6685	41.6667	39.3321	2.3345	0	0	0	0	0	0	0	0	0	0.8427	8.4574	0	0	-0.6301	0.7837	0	2.1638	0	1.9014	0	4.4028	25.5661	0	0	0	2.634	2.664	0	0	0	0	0	0	0	0	2.3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.4036	1.5873	0.1903	0.1202	0.1282	0.1556	0.2351	1.1908	3.9805	0.2512	8.4007	0.4398	-4.4203	4.4203	38.8867	553.3906	328.7662	297.961	4.2311	382.2612	171.1294	45.3033	20.2161	153.632	175.1342	17.7505	20.0996
Nalidixic_acid	-1	2	2	1	4	10.3272	14.1126	19.3248	12.577	8.0409	7.417	6.1291	1.3894	3.2672	0	0	0	0.1134	9.5973	5.2836	3.7869	2.6317	0.5114	0.996	0	0	0	0.0348	12	0	5	17	0	0	0	12	0	0	3	2	13.4321	5.3254	2.56	11.3194	4.0089	1.7958	2.6693	46.5	8.7005	37.7995	0	30.1807	0	0	0	0	0	0	0	0.1936	1.2312	0	-0.9158	-0.2982	0	0	3.703	0	0.563	0	1.3467	3.3273	0	0	-1.908	1.6685	0	0	0	0	0	0	0	0	4.2777	0	1.6738	0	0	31.8479	0	0	0	0	0	0	0	0	0	0	232.2384	1.217	0.1578	0.1193	0.1352	0.2538	0.3384	6.2675	4.2826	0.2335	9.1038	0.5386	-4.8212	4.8212	49.7716	418.9607	238.2256	217.5266	59.7865	289.8211	129.1396	39.8639	32.8017	131.7442	106.4814	19.6134	23.6337
Nandrolone	-1	4	0	1	2	11.6662	13.7697	21.7159	13.9054	9.5932	9.3766	8.6908	1.1856	3.2581	0	0	0.0833	0.1717	12.4764	8.5076	7.9413	7.2501	0.8003	2.4279	0	0	0.0833	0.1379	26	0	2	20	0	0	0	18	0	0	2	0	13.6484	4.75	1.9608	13.0622	4.4304	1.8009	2.8935	40.25	18.2199	22.0301	0	31.5586	0	0	0	0	0	0	0	0.9862	0	0	-13.4091	0	0	0	2.3346	0	8.9541	0	1.9739	0	2.9539	0	1.816	0	0	0.1874	0	0	0	0	0	0	0	0	0	0	10.385	11.6451	0	0	0	0	0	0	0	0	0	0	274.4022	1.0734	0.1924	0.1245	0.1457	0.2074	0.3432	4.1511	5.0669	0.1974	10.1496	0.0157	-5.0826	5.0826	65.4474	459.9114	300.1399	250.4744	34.7678	373.5135	86.398	37.6202	23.3476	192.2101	107.9298	19.2274	20.1089
Natamycin	-1	4	3	7	13	20.2123	24.7716	36.0459	34.3024	22.2575	21.042	16.2503	3.0633	6.0045	0.2357	0	0	0.0935	26.433	15.8873	12.5743	8.6519	1.3441	2.2377	0.1361	0	0	0.054	47	0	14	47	0	0	0	33	0	0	13	1	39.7808	18.4785	11.5	37.3798	16.7861	10.2777	13.3502	124.9167	2.0685	122.8482	0	204.9141	0	0	6.0874	0	0	0	0	-1.3007	0	0	-68.7191	-5.4492	0	0	3.3372	0	-0.4704	0	16.5746	0	-13.3853	0	-1.8881	0	0	-2.0995	5.9751	0	0	0	0	0	0	0	0	0	63.9343	24.4262	28.5127	0	0	0	0	0	0	0	0	0	665.7332	3.2531	0.1587	0.1184	0.131	0.2646	0.3519	3.458	4.0279	0.2483	8.6773	0.6214	-4.6494	4.6494	43.5348	909.7576	688.2881	579.6556	213.0881	608.5689	301.1887	78.1962	74.0298	389.2268	299.0614	48.9466	67.2192
Nedocromil	-1	3	5	2	7	12.6633	15.3751	24.674	19.878	12.7941	11.9029	9.9251	2.2323	5.5347	0	0	0	0.1463	14.7363	8.4352	6.1013	4.4281	0.7513	1.7078	0	0	0	0.0489	17	0	8	27	0	0	0	19	0	0	7	1	21.7027	8.7885	4.0247	18.684	6.8989	2.9838	4.774	78.3333	4.8722	73.4611	0	63.5557	0	0	0	0	0	0	0	0.1653	0.662	0	-2.4963	-0.7008	0	0	3.6105	0	1.2602	0	1.9019	1.3486	0	0	-4.4157	1.1667	0	0	0	0	0	0	0	0	0	0	1.4692	0	9.4649	57.0538	5.4732	0	0	0	0	0	0	0	0	0	371.3458	1.5623	0.1936	0.1121	0.1347	0.2615	0.367	7.4059	3.9014	0.2563	9.0535	1.2506	-5.152	5.152	51.7785	529.2264	335.6518	299.2201	102.7291	314.6677	214.5587	48.9403	61.0445	182.5525	153.0993	29.4662	38.3871
Nelfinavir	-1	4	10	4	4	17.0813	26.7111	35.7626	28.8632	19.0139	18.1406	13.8427	2.2782	5.7272	0	0	0	0.309	25.0453	15.5156	13.5637	9.3595	1.3528	3.1354	0	0	0	0.1825	45	0	8	40	0	0	0	32	0	1	4	3	32.9043	15.1346	9.4983	30.5659	13.5145	8.3244	10.3271	88.75	30.2289	58.5211	0	69.5083	0	0	0	0	0	0	0	0	0.1521	0	-18.6421	-1.4481	0	0	7.6858	0	7.0997	0	0	14.797	-0.6857	0	0	1.9944	0	-0.3406	0	0	0	0	0	0	0	2.1569	0	0	21.7753	26.7938	0	0	0	0	0	0	1.5747	0	0	0	567.7852	3.0391	0.1522	0.1214	0.1316	0.2345	0.3792	6.4751	4.2059	0.2378	8.7397	0.3278	-4.5338	4.5338	43.2262	883.4683	630.2373	527.2526	119.1509	721.1597	162.3086	79.1561	30.1129	391.2949	238.9424	44.9804	45.7834
Neomycin	-1	4	9	13	13	15.2201	21.9601	32.8435	31.0407	19.835	18.2542	17.0278	3.4193	9.8928	0	0	0.0786	0.1361	22.8422	13.8849	11.2465	8.3713	1.7018	3.5647	0	0	0.0454	0.0977	46	0	19	42	0	0	0	23	0	0	13	6	34.8652	14.6135	7.062	34.1196	14.1213	6.7728	11.4718	118.3333	-24.9283	143.2616	0	230.2794	0	0	38.2088	0	0	0	0	0	0	0	-111.6988	0	0	0	0	0	-0.8778	0	0	0	-24.0505	0	0	0	0	0	35.6365	0	0	0	0	0	0	0	0	0	72.9767	0	34.6484	0	0	0	0	0	0	0	0	0	614.6488	2.9633	0.1319	0.1399	0.1333	0.2342	0.3607	2.6379	5.2174	0.1917	8.9074	-1.5275	-3.69	3.69	35.5197	790.339	634.2905	486.4021	335.3118	636.6504	153.6885	88.8314	49.2215	403.8379	230.4527	48.9259	57.9651
Nevirapine	-1	4	1	1	3	9.9268	14.0615	19.9628	13.6899	9.754	8.9758	8.1688	1.2935	3.3886	0.2887	0	0	0.1514	11.1282	6.767	5.2563	4.0638	0.6237	1.2777	0.2887	0	0	0.0402	14	0	5	20	0	0	0	15	0	0	1	4	13.6484	5.3253	2.2032	11.4011	4.0304	1.5609	2.2976	43.8333	17.4334	26.3999	0	0	0	0	0	0	0	0	0	0	4.1995	0	-0.403	-0.2376	0	0	1.9814	0	2.2208	0	0	9.0214	0.393	0	0	3.9339	0	0	0	0	0	0	0	0	8.9133	0	2.1067	0	0	12.4035	0	0	0	0	0	0	0	0	0	0	266.3018	1.1942	0.2114	0.1181	0.1277	0.2587	0.3861	1.7273	3.8482	0.2599	8.3469	0.6505	-4.4987	4.4987	38.9403	439.6194	253.6835	234.2466	39.3179	327.3913	112.2281	42.4902	27.1818	148.7256	104.9579	19.7566	21.4357
Nilutamide	-1	2	3	1	7	10.5549	13.2021	22.3391	16.8699	9.9482	10.9895	7.7725	1.2674	3.4874	0	0	0.068	0.068	11.3934	5.9728	5.152	3.1007	0.3957	0.9407	0	0	0.028	0.0241	10	3	10	22	3	0	0	12	0	0	4	3	18.3403	6.1359	3.5917	15.7335	4.6815	2.619	3.348	79.3333	-6.2269	85.5602	38.7407	0	4.8343	0	0	0	0	0	0	0	3.1996	0	-0.5204	0	0	0	2.7843	0	0	0	0	1.9517	0	0	-0.8917	-3.0612	0	-6.2595	0	0	0	0	0	2.3094	0	0	-1.1782	0	0	45.1616	0	0	38.7407	0	0	0	0	0	0	0	317.2239	1.4089	0.1465	0.1078	0.1549	0.2903	0.3809	9.0714	4.6902	0.2132	11.0688	1.6884	-6.3786	6.3786	95.415	472.4214	279.6303	250.3694	79.8717	199.7809	272.6404	29.6168	63.2181	107.277	172.3534	20.2738	36.1074
Nitrofural	-1	1	3	2	5	10.7055	13.622	19.8786	10.552	6.5922	6.0079	3.9184	1.1124	1.714	0	0	0.1179	0	6.8368	3.421	2.1674	1.1591	0.2169	0.2666	0	0	0.034	0	6	0	8	14	0	0	0	6	0	0	4	4	12.0714	5.7778	4.3878	9.8649	4.1408	2.9826	2.9177	47	2.5199	44.4801	0	0	3.6322	0	0	0	0	0	0	0	1.5271	0	0	0	0.6292	0	0	0	0	0	1.095	2.5098	0	0	-0.8312	-0.2537	0	0	0	0	0	0	0	5.2588	0	0	-0.6817	0	0	30.5092	0	4.6864	0	0	0	0	0	0	0	0	198.1378	1.0992	0.1519	0.1087	0.1419	0.2663	0.4419	10.6811	4.0896	0.2445	9.7734	1.5941	-5.6837	5.6837	66.0578	377.5475	190.1863	178.9905	110.9836	172.7196	204.8279	36.7607	56.5306	80.9052	109.2812	17.8089	26.7234
Nitrofurantoin	-1	2	3	1	6	11.4731	13.5899	23.1488	12.4138	8.0586	7.5745	5.7543	1.3952	2.7267	0	0	0.2141	0	8.322	4.4562	3.0887	1.8911	0.3465	0.5246	0	0	0.0735	0	6	0	9	17	0	0	0	8	0	0	5	4	13.4321	5.76	3.4844	10.951	4.1365	2.3402	2.6646	55.1667	2.0132	53.1535	0	0	0	0	0	0	0	0	0	0	1.7908	0	0	-0.2776	0.9965	0	0	0	-0.1824	0	1.1162	2.494	0	0	-0.646	-0.3081	0	0	0	0	0	0	0	3.6566	0	0	0.1946	0	0	42.505	0	4.7753	0	0	0	0	0	0	0	0	238.1592	1.201	0.1692	0.1056	0.1449	0.2914	0.3399	7.4342	4.0844	0.2448	10.0706	1.9017	-5.9862	5.9862	73.1807	412.9673	215.2984	201.8505	104.8555	171.3369	241.6304	34.6393	63.6107	88.0648	127.2336	19.139	28.3836
Norethisterone	-1	4	1	1	2	12.6154	15.888	23.7559	15.5352	10.4831	10.2627	9.7725	0.9814	2.6383	0	0	0.0722	0.1717	13.4764	8.9183	8.303	7.6904	0.7091	2.1457	0	0	0.0722	0.1379	26	0	2	22	0	0	0	20	0	0	2	0	15.5232	5.25	2.1111	14.5177	4.7124	1.8502	3.1097	46.6667	24.043	22.6237	0	34.0864	0	0	0	0	0	6.5795	0	0.9574	0	0	-10.8912	0	0	0	2.2326	0	8.0834	5.7032	1.949	0	2.5924	2.7372	1.7493	0	0	-1.0041	0	0	0	0	0	0	0	0	0	0	10.9197	11.704	0	0	0	0	0	0	0	0	0	0	298.4242	1.3972	0.173	0.1248	0.1449	0.2255	0.3331	4.9547	5.0421	0.1983	10.0721	-0.012	-5.0301	5.0301	63.7864	499.5904	329.8874	275.2319	33.7817	388.6703	110.9201	44.6266	27.5537	198.8579	131.0295	22.1431	24.9282
Norfloxacin	-1	3	3	2	4	12.8234	15.6414	21.8594	16.5601	11.0241	10.0094	8.6362	1.6392	4.2706	0	0	0	0.203	12.8037	7.5825	5.5209	4.1775	0.6278	1.4612	0	0	0	0.0929	18	1	7	23	1	0	0	16	0	0	3	3	17.8112	7.4861	3.52	15.6383	6.0957	2.7291	4.1446	61.6667	7.7057	53.9609	14.4949	31.1124	0	0	0	3.9825	0	0	0	0.204	1.6662	0	-3.2228	0	0	0	1.8506	0	3.4104	0	1.3258	2.8057	0	0	-2.2895	0.6027	0	0	0	0	3.2081	0	0	0	0	0	3.6034	0	9.1506	23.504	0	0	14.4949	0	0	0	0	0	0	0	319.3349	1.5902	0.1639	0.1184	0.1334	0.2539	0.3997	9.0584	4.1495	0.241	8.9262	0.6271	-4.7767	4.7767	47.3394	518.4685	322.8693	286.8664	69.319	358.5406	159.9279	43.8098	35.6688	193.4296	129.4397	23.3055	26.1788
Norgestrel	-1	4	2	1	2	12.966	15.6233	24.2913	16.2423	11.0438	10.355	10.0448	0.9814	2.6038	0	0	0.0722	0.1717	14.1835	9.479	8.3953	8.0184	0.7091	2.1112	0	0	0.0722	0.1379	28	0	2	23	0	0	0	21	0	0	2	0	16.4675	5.7716	2.2172	15.4573	5.2142	1.9555	3.5042	48.1667	25.3054	22.8613	0	34.7264	0	0	0	0	0	6.6906	0	0.9636	0	0	-11.3554	-0.2931	0	0	2.2167	0	9.1487	5.7787	1.9568	0	2.6126	2.7884	1.7571	0	0	-0.9537	0	0	0	0	0	0	0	0	0	0	11.111	11.7503	0	0	0	0	0	0	0	0	0	0	312.451	1.2596	0.1878	0.1241	0.1462	0.2201	0.3269	3.7477	5.0751	0.197	10.2024	0.0523	-5.1274	5.1274	66.7112	506.2537	337.3729	279.8034	33.3165	386.7497	119.504	41.1853	29.0929	199.2919	138.081	21.1205	25.1414
